,QID,Name,P21,P21ref,P91,P91ref,P6553,P6553ref,pronounsEn
1711219,Q28113198,Tyler Ford,non-binary,,,,L371,,they/them
1714254,Q105437950,Grace Semler Baldridge,genderqueer,,,,,,
1714569,Q2910906,Ziandzha,transgender female,,,,,,
1716123,Q58447765,Viktor Belmont,transgender male,,,,,,
1717805,Q13560362,Harmony Santana,transgender female,,,,,,
1718949,Q23927185,Lía García,transgender female,,,,,,
1719023,Q24706363,Breanna Sinclairé,transgender female,,,,,,
1719210,Q26209322,Alexandra Grey,transgender female,,,,,,
1719315,Q27983024,Kylie Maria,transgender female,,,,,,
1719469,Q28855062,Kiyan Williams,non-binary,,,,L371,,they/them
1719912,Q55267251,Ángela Ponce,transgender female,,,,,,
1720045,Q52083530,Mj Rodriguez,transgender female,,,,,,
1720181,Q56752836,Sephy Francisco,transgender female,,,,,,
1720228,Q57916115,Gogo Graham,transgender female,,,,,,
1720234,Q58036249,Jiratchaya Sirimongkolnawin,transgender female,,,,,,
1720490,Q61710901,Klintelle Moore,transgender female,,bisexuality,,,,
1720495,Q61735940,Hengameh Yaghoobifarah,non-binary,,,,,,
1720534,Q61983383,Manuel Arturo Abreu,non-binary,,,,L371,,they/them
1720594,Q63346833,Patti Harrison,transgender female,,,,,,
1720601,Q63406643,Panda Eriksson,non-binary,,,,,,
1720605,Q63457522,Kayleigh Coxx,transgender female,,,,,,
1720629,Q64148410,Casey McQuiston,non-binary,,,,,,
1720644,Q64597246,Laura Kate Dale,transgender female,,lesbianism,,,,
1720876,Q66566480,Lexie Beth,transgender female,,,,,,
1720939,Q69937434,Mel Gonçalves,transgender female,,,,,,
1720954,Q71191667,Owl Fisher,non-binary,,,,,,
1722009,Q87816107,Jota Mombaça,non-binary,,,,,,
1722246,Q96474820,Backxwash,transgender female,,,,,,
1722250,Q96658110,Jari Jones,transgender female,,lesbianism,,,,
1722503,Q100995308,Fumettibrutti,transgender female,,,,,,
1722521,Q101242242,Erina C Alejo,non-binary,,,,,,
1722739,Q105097012,Apila Pepita Miettinen,non-binary,,,,,,
1722766,Q105572586,SandboxEscaper,transgender female,,,,L484,,she/her
1723136,Q108150847,Choriza May,non-binary,,,,,,
1723608,Q5834,Caster Semenya,cisgender female,,,,,,
1725639,Q51763109,Constanza Valdés,transgender female,,,,,,
1725683,Q55426878,Isabella Santiago,transgender female,,,,,,
1725686,Q55615295,Jordan Evans,transgender female,,,,,,
1727745,Q20973990,Michelle Hendley,transgender female,,,,,,
1727803,Q21596656,Mya Taylor,transgender female,,,,,,
1730719,Q26211981,Marieke Lucas Rijneveld,non-binary,,,,,,
1730727,Q26255081,Kelly Klaymour,transgender female,,,,,,
1730983,Q29908714,Gopi Shankar Madurai,non-binary,,,,,,
1730984,Q29908714,Gopi Shankar Madurai,intersex,,,,,,
1730986,Q29908714,Gopi Shankar Madurai,genderqueer,,,,,,
1731046,Q54826293,Mara Rita Villarroel,transgender female,,,,,,
1732860,Q19571603,Skylar Kergil,transgender male,,,,L485,,he/him
1733099,Q13562635,Layshia Clarendon,non-binary,,non-heterosexuality,,L371,,they/them
1733100,Q13562635,Layshia Clarendon,non-binary,,non-heterosexuality,,L484,,she/her
1733101,Q13562635,Layshia Clarendon,non-binary,,non-heterosexuality,,L485,,he/him
1733416,Q27983030,Chelsea Marie,transgender female,,,,,,
1733645,Q54948269,Valentina,non-binary,,,,L484,,she/her
1734160,Q108356633,The Macarena,non-binary,,,,,,
1737048,Q2377185,Angel Haze,non-binary,,pansexuality,,,,
1738665,Q42417908,Alok Vaid-Menon,non-binary,,,,L371,,they/them
1738883,Q63993781,Jonas Ben Ahmed,transgender male,,,,,,
1739408,Q503007,Andreja Pejić,transgender female,,,,,,
1741018,Q28831206,Jacob Tobia,non-binary,,,,L371,,they/them
1741256,Q55984393,Mina Tolu,non-binary,,,,L371,,they/them
1741257,Q55984393,Mina Tolu,non-binary,,,,L485,,he/him
1741330,Q61712152,Mercy West,non-binary,,bisexuality,,,,
1741681,Q108304783,Okuneye Idris Olanrewaju,transgender person,,,,,,
1741737,Q104649273,Marcella Maia,transgender female,,,,,,
1744230,Q103819149,Jay Du Temple,t2286129992,,,,,,
1745628,Q24263778,Abby Stein,transgender female,,,,,,
1746056,Q54951892,Marc Konijnenberg,non-binary,,,,L43387,,L43387
1747044,Q6468244,Leo Baker,non-binary,,,,,,
1748195,Q38278372,Tomoya Hosoda,transgender male,,,,,,
1749930,Q21062531,Noelle Stevenson,bigender,,lesbianism,,L371,,they/them
1749931,Q21062531,Noelle Stevenson,transmasculine,,lesbianism,,L371,,they/them
1749932,Q21062531,Noelle Stevenson,bigender,,lesbianism,,L484,,she/her
1749933,Q21062531,Noelle Stevenson,transmasculine,,lesbianism,,L484,,she/her
1749934,Q21062531,Noelle Stevenson,bigender,,lesbianism,,L485,,he/him
1749935,Q21062531,Noelle Stevenson,transmasculine,,lesbianism,,L485,,he/him
1750457,Q54850654,Stefani Special,transgender female,,,,,,
1750744,Q86551431,Camila María Concepción,transgender female,,,,,,
1750882,Q99542610,Eva Borisova,transgender female,,,,,,
1751605,Q5591098,Cyrus Grace Dunham,non-binary,,,,,,
1752743,Q18752559,Eylül Cansın,transgender female,,,,,,
1753747,Q28871391,Malik Nashad Sharpe,non-binary,,,,,,
1754287,Q54850643,Sunshyne Monroe,transgender female,,,,,,
1754982,Q65164599,Anton Ambroziak,non-binary,,,,,,
1755128,Q66390992,Andrea Long Chu,transgender female,,,,,,
1755300,Q75190047,Alex Poon,transgender male,,,,,,
1756523,Q96176934,Nina Pop,transgender female,,,,,,
1756827,Q100333678,Víctor Branch,non-binary,,,,,,
1757072,Q106368574,Gahela Cari,transgender female,,,,,,
1758485,Q7408805,Samara Weaving,cisgender female,,heterosexuality,,,,
1760186,Q78077042,Ash Hardell,non-binary,,,,,,
1760274,Q97020164,Lolo Arziki,non-binary,,,,,,
1760398,Q108123100,Khayri R.R. Woulfe,neutrois,,,,L371,,they/them
1760399,Q108123100,Khayri R.R. Woulfe,genderqueer,,,,L371,,they/them
1760400,Q108123100,Khayri R.R. Woulfe,genderfluid,,,,L371,,they/them
1760401,Q108123100,Khayri R.R. Woulfe,neutrois,,,,L485,,he/him
1760402,Q108123100,Khayri R.R. Woulfe,genderqueer,,,,L485,,he/him
1760403,Q108123100,Khayri R.R. Woulfe,genderfluid,,,,L485,,he/him
1760416,Q108618231,Khayri Woulfe,non-binary,,,,,,
1760632,Q1295297,Károly Szecsődi,transgender female,,,,,,
1761962,Q22278996,Amina Maher,transgender female,,,,,,
1763283,Q1545337,Gigi Gorgeous,transgender female,,lesbianism,,,,
1765251,Q66068429,Chester Lockhart,genderfluid,,,,,,
1765741,Q464357,Jake Zyrus,transgender male,,,,,,
1766523,Q15123969,Sam Smith,non-binary,,homosexuality,,L371,,they/them
1767523,Q30105342,Tommy Dorfman,transgender female,,heterosexuality,,L484,,she/her
1768172,Q105076940,Martin C. Arostegui,t2218188966,,,,,,
1768601,Q5297785,Dorian Electra,non-binary,,,,L371,,they/them
1769108,Q16235152,Princess Nokia,non-binary,,bisexuality,,L371,,they/them
1769109,Q16235152,Princess Nokia,non-binary,,bisexuality,,L484,,she/her
1769384,Q20026871,Violet Chachki,genderfluid,,,,L371,,they/them
1769385,Q20026871,Violet Chachki,genderfluid,,,,L484,,she/her
1769960,Q33123460,Lux Pascal,transgender female,,,,,,
1772784,Q83436149,Jedet,transgender female,,,,,,
1772812,Q63815779,Catherine Feliz,non-binary,,,,L371,,they/them
1772953,Q97256515,Laura Badler,transgender female,,,,,,
1773320,Q1395624,Cara Delevingne,genderfluid,,pansexuality,,,,
1774021,Q16235124,Vektroid,transgender female,,,,,,
1775548,Q101679742,Lianna Lawson,transgender female,,,,,,
1775680,Q41173,Demi Lovato,non-binary,,pansexuality,,L371,,they/them
1775682,Q60964,Kim Petras,transgender female,,,,,,
1775726,Q508049,Ezra Miller,non-binary,,,,L371,,they/them
1776785,Q20726316,Stav Strashko,transgender female,,,,,,
1777208,Q27862758,Quay Dash,transgender female,,,,,,
1777824,Q76392445,Jolina Mennen,transgender female,,,,,,
1779155,Q19665738,Hari Nef,transgender female,,,,,,
1779362,Q23542587,Kaitlyn Alexander,non-binary,,,,L371,,they/them
1781801,Q26838783,Aubrey Kate,transgender female,,,,,,
1782117,Q52170662,Nats Getty,non-binary,,,,,,
1782659,Q99968345,Victoria Volkova,transgender female,,,,,,
1782683,Q4235,Miley Cyrus,genderfluid,,pansexuality,,,,
1782942,Q3276669,Loui Sand,transgender male,,lesbianism,,,,
1784245,Q54914711,Huong Giang,transgender female,,,,,,
1784533,Q66480612,Jane Marie,transgender female,,,,,,
1784811,Q97924307,Shiri Allwood,transgender female,,,,,,
1784889,Q105301361,Erika Hilton,transgender female,,,,L43388,,she/her
1784890,Q105301361,Erika Hilton,travesti,,,,L43388,,she/her
1786766,Q21078233,Riley Carter Millington,transgender male,,,,,,
1786855,Q23771709,Lydia Brown,non-binary,,,,L371,,they/them
1787093,Q26402567,Hande Kader,transgender female,,,,,,
1787727,Q42347753,Sonja Sajzor,transgender female,,,,,,
1787964,Q51724798,Larry King,transgender person,,non-heterosexuality,,,,
1787965,Q51724798,Larry King,transgender person,,gay,,,,
1788146,Q55760283,Glow Makatsi,transgender female,,,,,,
1788613,Q62089180,Shiva Raichandani,non-binary,,,,,,
1788629,Q62629929,Kablusiak,non-binary,,,,L371,,they/them
1788793,Q65159048,Oh Mu,agender,,,,L250373,,L250373
1788794,Q65159048,Oh Mu,agender,,,,L371,,they/them
1788983,Q66385444,Ash Palmisciano,transgender male,,,,,,
1789156,Q72415621,Jay L. Colbert,transgender male,,,,L371,,they/them
1789157,Q72415621,Jay L. Colbert,transgender male,,,,L485,,he/him
1790202,Q90041935,Eve Lindley,transgender female,,,,,,
1790218,Q91901816,Laurence Philomene,non-binary,,,,L371,,they/them
1790615,Q99857321,Ventura Profana,travesti,,,,,,
1796304,Q96483270,Marina Mathey,transgender female,,,,,,
1798675,Q66715738,Abigail Thorn,transgender female,,bisexuality,,L484,,she/her
1798815,Q85494672,Kelsi Phụng,non-binary,,,,L250373,,L250373
1798816,Q85494672,Kelsi Phụng,non-binary,,,,L371,,they/them
1799044,Q99744071,Mia Mulder,transgender female,,,,,,
1799118,Q106295009,Stav B. Atlan,transgender female,,,,,,
1800548,Q26209644,Harrison Browne,transgender male,,,,,,
1801454,Q105396572,Gabriela Loran,transgender female,,,,,,
1801621,Q29860430,Bobbi Salvör Menuez,non-binary,,,,L371,,they/them
1807049,Q6443864,Kumi Yokoyama,transgender male,,,,L371,,they/them
1810231,Q50607121,Blaire White,transgender female,,heterosexuality,,,,
1810649,Q97073924,Leonie Dorado,transgender female,,,,,,
1810822,Q101854649,Chelsea Poe,transgender female,,,,,,
1812214,Q29474453,Blair Imani,cisgender female,,,,L484,,she/her
1812926,Q97205535,Euleax de Lima Pereira,transgender female,,,,L43387,,L43387
1812927,Q97205535,Euleax de Lima Pereira,transgender female,,,,L43385,,she/her
1813994,Q23893181,Pabllo Vittar,genderfluid,,homosexuality,,,,
1814575,Q57309485,Mina El Hammani,transgender female,,,,,,
1815401,Q7383941,Ryan Cassata,transgender male,,,,L485,,he/him
1815541,Q15526050,Scarlett,transgender female,,,,,,
1818329,Q18390923,T. Thomason,non-binary,,,,L485,,he/him
1819652,Q41796530,Frankie Edroff,transgender male,,,,,,
1819859,Q50365571,Aja,non-binary,,,,L371,,they/them
1819932,Q52768032,Annabelle Lane,transgender female,,,,,,
1820468,Q61011472,Nate Tamblyn,transgender male,,,,,,
1820983,Q66848838,Angele Anang,transgender female,,,,,,
1821863,Q79075662,Tani Fernández,non-binary,,,,,,
1821992,Q85322559,Laura Les,transgender female,,,,,,
1822778,Q106464297,Jamie Raines,transgender male,,,,,,
1827441,Q28112642,Nikkie de Jager,transgender female,,,,,,
1828326,Q101116097,Taylor Small,transgender female,,,,,,
1830556,Q86895476,Peta Nitka,transgender female,,,,,,
1831841,Q20744895,Katie Rain Hill,transgender female,,,,,,
1833314,Q108546121,Bryanna Nasck,non-binary,,,,,,
1833315,Q108546121,Bryanna Nasck,transgender female,,,,,,
1834873,Q39647316,Teddy Quinlivan,transgender female,,,,,,
1835660,Q106626136,Q106626136,transgender female,,,,,,
1837662,Q87360899,Valentina Fluchaire,transgender female,,,,,,
1838174,Q5178675,Courtney Stodden,non-binary,,bisexuality,,L371,,they/them
1838499,Q16728806,Ellar Coltrane,non-binary,,,,L371,,they/them
1838509,Q16832268,Bex Taylor-Klaus,non-binary,,,,L371,,they/them
1839070,Q26255100,Vixxen Goddess,transgender female,,,,,,
1839372,Q36660255,Brigette Lundy-Paine,non-binary,,,,L371,,they/them
1839569,Q55614032,Hubert Lenoir,t2441190655,,,,,,
1840202,Q106147189,Maxine Blythin,transgender female,,,,,,
1841727,Q50310801,Myo Ko Ko San,transgender female,,,,,,
1841782,Q55237964,G Flip,non-binary,,lesbianism,,L371,,they/them
1843811,Q47498573,Lilia Kisaragi,transgender female,,,,,,
1843935,Q56063634,CoolGuyKai,transgender male,,,,,,
1844491,Q104387746,Pietu Wikström,non-binary,,,,,,
1845022,Q17403436,Shamir,non-binary,,,,L485,,he/him
1849667,Q21259502,Loiza Lamers,transgender female,,,,,,
1850477,Q30101192,Nevo Zisin,non-binary,,,,L371,,they/them
1850691,Q40369420,Raquel Willis,transgender female,,,,,,
1850723,Q42301968,Mia Satya,transgender female,,,,,,
1850733,Q42529710,Scout Schultz,non-binary,,bisexuality,,L371,,they/them
1850734,Q42529710,Scout Schultz,intersex,,bisexuality,,L371,,they/them
1850986,Q52332976,Indya Moore,non-binary,,,,L371,,they/them
1851667,Q61999397,Ser Serpas,transgender female,,,,,,
1851796,Q64763069,Aria Sa'id,transgender female,,,,,,
1852994,Q96694344,Miles McKenna,transgender male,,,,L371,,they/them
1852995,Q96694344,Miles McKenna,transgender male,,,,L485,,he/him
1853212,Q98309886,Margot,non-binary,,,,L484,,she/her
1853427,Q105395779,Odete (DJ),transgender female,,,,,,
1853440,Q105667241,Loveis Wise,non-binary,,,,,,
1855556,Q31029072,Maria Creveling,transgender female,,,,,,
1856255,Q97302631,Zion Moreno,transgender female,,,,,,
1857998,Q47499608,Guillem Montoro,transgender male,,,,,,
1858660,Q84263786,Mehak Malik,transgender female,,,,,,
1858903,Q106095215,Anton Kryzhanovsky,non-binary,,,,,,
1858904,Q106095215,Anton Kryzhanovsky,intersex,,,,,,
1860344,Q55427006,Marcela Ohio,transgender female,,,,,,
1861144,Q104567970,Layna Landry,non-binary,,,,L371,,they/them
1861145,Q104567970,Layna Landry,non-binary,,,,L484,,she/her
1862901,Q66429388,May Lifschitz,transgender female,,,,,,
1864472,Q36317277,Adrián De La Vega,transgender male,,,,,,
1864571,Q27671324,Tash Sultana,non-binary,,,,L371,,they/them
1865766,Q16201430,Eli Erlick,transgender female,,non-heterosexuality,,,,
1866249,Q23905341,Liniker,transgender female,,,,L43388,,she/her
1866250,Q23905341,Liniker,travesti,,,,L43388,,she/her
1866251,Q23905341,Liniker,transgender female,,,,L484,,she/her
1866252,Q23905341,Liniker,travesti,,,,L484,,she/her
1867273,Q96375531,Espi Tomičić,transgender male,,,,,,
1867476,Q100152076,Dulce Kanela,transgender person,,,,,,
1867489,Q100741377,Thorn Roos de Vries,non-binary,,,,,,
1867531,Q105047866,Eden The Doll,transgender female,,,,,,
1867578,Q106588850,Plumbella,agender,,,,,,
1867834,Q15906007,Quinn,non-binary,,,,L371,,they/them
1870651,Q29964494,Mavi Phoenix,transgender male,,,,,,
1873427,Q85875074,Majur,non-binary,,bisexuality,,,,
1873428,Q85875074,Majur,transgender person,,bisexuality,,,,
1873617,Q97846159,Khloe Kay,transgender female,,,,,,
1874488,Q25844174,Liv Hewson,non-binary,,,,L371,,they/them
1874718,Q33077571,Flora Gionest,non-binary,,,,,,
1874719,Q33077571,Flora Gionest,transgender female,,,,,,
1874791,Q45410467,Alex Bertie,transgender male,,,,,,
1874839,Q50350693,Cassandra Vera Paz,transgender female,,,,,,
1875633,Q107279895,Bradley Booth,non-binary,,,,,,
1877085,Q63086179,Emma Corrin,genderqueer,,non-heterosexuality,,,,
1877314,Q100967912,Lola Petticrew,non-binary,,,,L371,,they/them
1877364,Q108335535,Hugáceo Crujiente,non-binary,,,,,,
1880098,Q61964661,Sakris Kupila,transgender male,,,,,,
1880105,Q62023380,Nikita Dragun,transgender female,,,,,,
1881587,Q93150791,Leo Sheng,transgender male,,,,,,
1881940,Q102338336,Lucía Heredia,transgender female,,,,,,
1882042,Q105326854,Sofia Versaveau,non-binary,,,,,,
1884631,Q76314844,Ashnikko,genderfluid,,pansexuality,,L371,,they/them
1884632,Q76314844,Ashnikko,genderfluid,,pansexuality,,L484,,she/her
1886712,Q66424199,Lena Kelly,transgender female,,,,,,
1888450,Q46188401,Giuliana Farfalla,transgender female,,,,,,
1889781,Q19766054,Blake Brockington,transgender male,,,,,,
1889976,Q22958473,Schuyler Bailar,transgender male,,,,,,
1891397,Q104796773,Harris Reed,genderfluid,,,,L371,,they/them
1892146,Q24663954,Elliot Fletcher,transgender male,,,,,,
1892935,Q66828953,Left at London,non-binary,,lesbianism,,L484,,she/her
1892936,Q66828953,Left at London,transgender female,,lesbianism,,L484,,she/her
1893519,Q107473989,Ami Lanzinger,non-binary,,,,,,
1897359,Q105580864,Gottmik,transgender male,,pansexuality,,,,
1897721,Q19757460,Stasia Michael,transgender female,,,,,,
1899335,Q106324171,Nathalie Bleicher-Woth,intersex,,,,,,
1900318,Q47090550,Nong Rose,transgender female,,,,,,
1900375,Q56635990,Arisce Wanzer,transgender female,,,,,,
1900856,Q80878638,Emilia Schneider,transgender female,,,,,,
1901195,Q106566180,Mareya Salazar,transgender female,,,,,,
1902063,Q46745556,Travis Alabanza,non-binary,,,,L371,,they/them
1903679,Q35524637,Valentina Sampaio,transgender female,,,,,,
1904837,Q15993131,Dwayne Jones,transgender person,,,,,,
1906392,Q51018826,Marvia Malik,transgender female,,,,,,
1906450,Q52768033,Aspen Brooks,transgender female,,,,,,
1906788,Q58866570,imbi the girl,non-binary,,,,L371,,they/them
1906789,Q58866570,imbi the girl,non-binary,,,,L485,,he/him
1906974,Q61411554,Tenzin Mariko,transgender female,,,,,,
1909302,Q106538782,Alison Schumacher,non-binary,,,,,,
1909485,Q107751264,Robyn Lambird,non-binary,,,,L371,,they/them
1909486,Q107751264,Robyn Lambird,non-binary,,,,L484,,she/her
1911631,Q86353578,Satan Soyeux,genderfluid,,,,,,
1911634,Q86643595,Quintessa Swindell,non-binary,,,,L371,,they/them
1911635,Q86643595,Quintessa Swindell,non-binary,,,,L485,,he/him
1911687,Q96418585,Marcy Avila,transgender female,,lesbianism,,,,
1911921,Q102046737,Sophia Mendonça,transgender female,,,,,,
1914053,Q104093476,Mara Gómez,transgender female,,,,,,
1914125,Q108320731,Lucía Dabezies,intersex,,,,,,
1915160,Q50426384,Anne Viriato,transgender female,,,,,,
1925109,Q99673126,Blu del Barrio,non-binary,,,,L371,,they/them
1925877,Q33124715,Nicole Maines,transgender female,,,,,,
1925907,Q38460678,Aimee Knight,transgender female,,,,,,
1927033,Q18697285,Leelah Alcorn,transgender female,,heterosexuality,,,,
1929534,Q95995934,Gigi Goode,transgender female,,,,,,
1929897,Q108356004,Arantxa Castilla-La Mancha,non-binary,,,,,,
1930142,Q21006321,Noah Lee Ritter,transgender male,,,,,,
1933011,Q90917269,Ben Levi Ross,non-binary,,,,L371,,they/them
1933012,Q90917269,Ben Levi Ross,non-binary,,,,L485,,he/him
1933718,Q105581015,Jaleel Smith-Riley,transgender male,,,,,,
1936355,Q7384521,Ryan Simpkins,non-binary,,,,L371,,they/them
1937261,Q59542692,SonicFox,non-binary,,homosexuality,,L371,,they/them
1938867,Q57458159,Maxim Magnus,transgender female,,,,,,
1940305,Q28336528,Juliet Evancho,transgender female,,,,,,
1941122,Q85883453,Rinu,transgender male,,,,,,
1941170,Q94816847,Gabrielle Joie,transgender female,,,,,,
1941312,Q97837020,Daisy Taylor,transgender female,,,,,,
1942758,Q89035140,Byun Hee-soo,transgender female,,,,,,
1942972,Q99724336,Luna Love,transgender female,,bisexuality,,,,
1946423,Q16211971,Trevi Moran,transgender female,,homosexuality,,,,
1946843,Q47128121,Mia Nordentoft,non-binary,,,,L43387,,L43387
1946844,Q47128121,Mia Nordentoft,non-binary,,,,L371,,they/them
1947100,Q60987757,Satsuki Nakayama,transgender male,,asexuality,,,,
1947196,Q65589839,Laura Corbacho,transgender female,,,,,,
1947883,Q195691,Amandla Stenberg,non-binary,,gay,,L371,,they/them
1947884,Q195691,Amandla Stenberg,non-binary,,gay,,L484,,she/her
1947995,Q22123976,Asuka,transgender female,,,,,,
1948041,Q24939952,Alan,transgender male,,,,,,
1948796,Q86616449,Sidney Flanigan,non-binary,,,,,,
1949866,Q62124096,Chella Man,non-binary,,,,L485,,he/him
1950151,Q89247401,Lola Rodríguez Díaz,transgender female,,,,,,
1950320,Q100715228,Kana Sayuki,transgender female,,,,,,
1950563,Q13583136,Gabz,non-binary,,,,L371,,they/them
1951011,Q55006878,King Princess,genderqueer,,non-heterosexuality,,,,
1951109,Q59248250,Hunter Schafer,transgender female,,,,L484,,she/her
